timestamp,instance,config_hash,solver,valid_cut_type,add_soc_cuts,random_seed,iteration,block_id,n_original,true_min_eigenvalue,master_objective,master_solve_time,separation_time,num_cuts_added_this_iter,is_psd
1784693287.3305693,control2,af30b4e650,MOSEK,linear,False,42,10,0,20,-0.17002609577944286,375.612998105803,0.08127284049987793,0.001983642578125,10,False
1784693287.3389447,control2,af30b4e650,MOSEK,linear,False,42,10,1,10,-11.693607329748495,375.612998105803,0.08127284049987793,0.0,3,False
1784693287.4382582,control2,af30b4e650,MOSEK,linear,False,42,11,0,20,-0.1347710963498392,368.9777138543412,0.08963489532470703,0.00113677978515625,10,False
1784693287.4442613,control2,af30b4e650,MOSEK,linear,False,42,11,1,10,-17.48381298110714,368.9777138543412,0.08963489532470703,0.0,4,False
1784693287.5518692,control2,af30b4e650,MOSEK,linear,False,42,12,0,20,-0.15578895646664476,363.1160478767921,0.09971022605895996,0.0,9,False
1784693287.5609229,control2,af30b4e650,MOSEK,linear,False,42,12,1,10,-10.882212549246217,363.1160478767921,0.09971022605895996,0.0005142688751220703,3,False
1784693287.7065334,control2,af30b4e650,MOSEK,linear,False,42,13,0,20,-0.1496332306237416,358.16071675321416,0.13361907005310059,0.0010006427764892578,9,False
1784693287.7145607,control2,af30b4e650,MOSEK,linear,False,42,13,1,10,-11.633859020451855,358.16071675321416,0.13361907005310059,0.0005130767822265625,3,False
1784693287.8125737,control2,af30b4e650,MOSEK,linear,False,42,14,0,20,-0.11351882858088438,352.61637271594293,0.08919095993041992,0.0,9,False
1784693287.8159811,control2,af30b4e650,MOSEK,linear,False,42,14,1,10,-6.158682352759701,352.61637271594293,0.08919095993041992,0.0,3,False
1784693287.9526956,control2,af30b4e650,MOSEK,linear,False,42,15,0,20,-0.08443598403309478,348.90048666381597,0.12554264068603516,0.0,10,False
1784693287.9581196,control2,af30b4e650,MOSEK,linear,False,42,15,1,10,-7.209612492219743,348.90048666381597,0.12554264068603516,0.0010037422180175781,4,False
1784693288.0797405,control2,af30b4e650,MOSEK,linear,False,42,16,0,20,-0.09285893759173029,342.8347065832978,0.11093306541442871,0.00106048583984375,9,False
1784693288.085589,control2,af30b4e650,MOSEK,linear,False,42,16,1,10,-6.711544765954076,342.8347065832978,0.11093306541442871,0.0,3,False
1784693288.1928346,control2,af30b4e650,MOSEK,linear,False,42,17,0,20,-0.113873337108888,338.47368433037775,0.1012120246887207,0.0010313987731933594,9,False
1784693288.1988933,control2,af30b4e650,MOSEK,linear,False,42,17,1,10,-7.356892666763898,338.47368433037775,0.1012120246887207,0.0,3,False
1784693288.3204284,control2,af30b4e650,MOSEK,linear,False,42,18,0,20,-0.09013764599856593,334.2978067895988,0.11348652839660645,0.0010943412780761719,9,False
1784693288.326428,control2,af30b4e650,MOSEK,linear,False,42,18,1,10,-5.69819314434737,334.2978067895988,0.11348652839660645,0.0,3,False
1784693288.4536126,control2,af30b4e650,MOSEK,linear,False,42,19,0,20,-0.09417331397586412,329.9281012333048,0.11116385459899902,0.0009980201721191406,10,False
1784693288.458153,control2,af30b4e650,MOSEK,linear,False,42,19,1,10,-5.18705224160779,329.9281012333048,0.11116385459899902,0.0,3,False
1784693288.587832,control2,af30b4e650,MOSEK,linear,False,42,20,0,20,-0.10151596906924613,324.51331222592444,0.1230161190032959,0.0010445117950439453,9,False
1784693288.593273,control2,af30b4e650,MOSEK,linear,False,42,20,1,10,-4.585795780198187,324.51331222592444,0.1230161190032959,0.0,3,False
1784693288.7175047,control2,af30b4e650,MOSEK,linear,False,42,21,0,20,-0.09280015369107167,319.4949083419874,0.11714005470275879,0.0,9,False
1784693288.7225502,control2,af30b4e650,MOSEK,linear,False,42,21,1,10,-6.106676467970921,319.4949083419874,0.11714005470275879,0.0,3,False
1784693288.8541446,control2,af30b4e650,MOSEK,linear,False,42,22,0,20,-0.07017246772611622,317.20744081985447,0.12337374687194824,0.0,8,False
1784693288.8617294,control2,af30b4e650,MOSEK,linear,False,42,22,1,10,-5.2986577326434245,317.20744081985447,0.12337374687194824,0.0,4,False
1784693288.997336,control2,af30b4e650,MOSEK,linear,False,42,23,0,20,-0.06929025414187645,311.9366019283051,0.12706613540649414,0.0,9,False
1784693289.0036464,control2,af30b4e650,MOSEK,linear,False,42,23,1,10,-5.011511269660739,311.9366019283051,0.12706613540649414,0.0012328624725341797,3,False
1784693289.1564019,control2,af30b4e650,MOSEK,linear,False,42,24,0,20,-0.08148458306942905,307.7212070513936,0.14364385604858398,0.0,9,False
1784693289.1610065,control2,af30b4e650,MOSEK,linear,False,42,24,1,10,-5.099770948932229,307.7212070513936,0.14364385604858398,0.0010178089141845703,4,False
1784693289.3235931,control2,af30b4e650,MOSEK,linear,False,42,25,0,20,-0.05847417336206041,303.93881569034033,0.15137529373168945,0.0,10,False
1784693289.3305278,control2,af30b4e650,MOSEK,linear,False,42,25,1,10,-4.582912129240737,303.93881569034033,0.15137529373168945,0.0,3,False
1784693289.4971883,control2,af30b4e650,MOSEK,linear,False,42,26,0,20,-0.05993531844004742,298.86648926211546,0.15562891960144043,0.0,10,False
1784693289.5031865,control2,af30b4e650,MOSEK,linear,False,42,26,1,10,-4.258515540880914,298.86648926211546,0.15562891960144043,0.0,3,False
1784693289.6565225,control2,af30b4e650,MOSEK,linear,False,42,27,0,20,-0.05692063396577161,295.41371299557767,0.14225125312805176,0.0006482601165771484,10,False
1784693289.662088,control2,af30b4e650,MOSEK,linear,False,42,27,1,10,-2.674428966177671,295.41371299557767,0.14225125312805176,0.0,3,False
1784693289.8339224,control2,af30b4e650,MOSEK,linear,False,42,28,0,20,-0.05209296365649929,291.92777427848887,0.1620502471923828,0.0,10,False
1784693289.8381295,control2,af30b4e650,MOSEK,linear,False,42,28,1,10,-3.0274286481749577,291.92777427848887,0.1620502471923828,0.0,3,False
1784693290.0213203,control2,af30b4e650,MOSEK,linear,False,42,29,0,20,-0.06913094696850687,289.5990886449551,0.1752331256866455,0.0,9,False
1784693290.030488,control2,af30b4e650,MOSEK,linear,False,42,29,1,10,-2.388638794187407,289.5990886449551,0.1752331256866455,0.0014574527740478516,3,False
1784693290.2236109,control2,af30b4e650,MOSEK,linear,False,42,30,0,20,-0.05668733389050686,286.1117093363642,0.18417978286743164,0.000946044921875,9,False
1784693290.2296886,control2,af30b4e650,MOSEK,linear,False,42,30,1,10,-5.767065950696512,286.1117093363642,0.18417978286743164,0.0010018348693847656,3,False
1784693290.4717417,control2,af30b4e650,MOSEK,linear,False,42,31,0,20,-0.05108777675684058,282.3256934672987,0.2292940616607666,0.0015170574188232422,9,False
1784693290.4821913,control2,af30b4e650,MOSEK,linear,False,42,31,1,10,-3.1640957555571863,282.3256934672987,0.2292940616607666,0.0013232231140136719,3,False
1784693290.7189853,control2,af30b4e650,MOSEK,linear,False,42,32,0,20,-0.0571924646366346,279.87040422387065,0.22479820251464844,0.0009982585906982422,9,False
1784693290.727201,control2,af30b4e650,MOSEK,linear,False,42,32,1,10,-5.147554842673281,279.87040422387065,0.22479820251464844,0.001997232437133789,4,False
